,label,pf_label,statement,subject,speaker,job,state,party,context
1080,False,pants-fire,Joe Straus was co-author of a bill that would have allowed Planned Parenthood to control public school sex education.,"education,health-care",donna-garner,education activist,Texas,republican,a newsletter
1081,True,TRUE,"My elections proposal would allow a potential of 168 hours (of early voting), which I think is the most weve ever had.",elections,rick-scott,Governor,Florida,republican,a TV interview
1082,True,TRUE,Members of the public are being charged $50 to hear Gov. Scott Walker and a dozen members of his administration talk about jobs and the economy at Lambeau Field.,jobs,one-wisconsin-now,,Wisconsin,organization,a news release
1083,True,TRUE,Half the Americans don't pay any income taxes.,taxes,scott-garrett,Congressman,New Jersey,republican,a radio interview
1084,False,pants-fire,"Obama spent $7 billion to bring electricity to Africa, failed miserably.","energy,foreign-policy",daniel-greenfield,,,republican,an article on the Frontpage website
1085,False,pants-fire,You must list all your guns on your 2010 tax return.,"guns,taxes",chain-email,,,none,an e-mail circulated to many people.
1086,True,TRUE,"Re: (Marco) Rubios support of earmark ban: In 2002 alone, he requested 37 earmarks worth $43 million.","federal-budget,state-budget",steven-schale,,Florida,democrat,a posting on Twitter.
1087,True,TRUE,"The Obama administration notified Poland and the Czech Republic about cancellation of major missile-defense facilities ""at the last minute in midnight phone calls.""","foreign-policy,military",dick-cheney,,,republican,a speech to the Center for Security Policy
1088,False,pants-fire,"An audit of the last census found that over 370,000 people living in Texas were not counted, and our state lost an estimated $1 billion in federal funds as a result.",census,silvestre-reyes,U.S. House member,Texas,democrat,an e-mail blast
1089,True,TRUE,One out of every three automobile fatalities can be attributed to alcohol.,"Alcohol,drugs",nathan-deal,,,republican,a television commercial
1090,True,TRUE,A million people could get health insurance right away if Texas expanded Medicaid under Obamacare.,"health-care,medicaid",barack-obama,President,Illinois,democrat,remarks at a Dallas synagogue
1091,True,TRUE,Warren Buffett called credit default swaps financial weapons of mass destruction. And Greene was the first individual to use them.,"candidates-biography,financial-regulation,message-machine",kendrick-meek,,Florida,democrat,a TV ad.
1092,True,TRUE,The murder rate in Atlanta is on the rise this year.,"crime,public-safety",atlanta-neighborhood-association,,,none,an online community forum
1093,True,TRUE,As governor of Florida I defunded Planned Parenthood.,abortion,jeb-bush,,Florida,republican,comments at a GOP debate in Cleveland
1094,False,pants-fire,"McCain's energy plan is a ""single-answer proposition"" new domestic oil drilling.",energy,brian-schweitzer,Governor,Montana,democrat,
1095,False,pants-fire,The cap-and-trade bill before Congress prevents you from selling your home without the permission of the EPA administrator.,"cap-and-trade,climate-change,economy,energy",chain-email,,,none, e-mail and blog postings
1096,True,TRUE,Greece has a GDP the size of the Dallas-Fort Worth Metroplex.,"economy,foreign-policy,pundits",george-will,Columnist,Maryland,columnist,a roundtable segment on ABC's This Week
1097,True,TRUE,"Trey Radel does not even qualify to drive a Lee County school bus at this point, yet he occupies a seat in Congress.","congress,drugs",mike-scott,Lee County sheriff,Florida,republican,a Facebook post
1098,True,TRUE,Weve had Muslims in America since George Washington.,"history,immigration",hillary-clinton,Presidential candidate,New York,democrat,the second presidential debate
1099,True,TRUE,Productivity has risen 18 percent ...yet wages have stayed flat... There are 5-million more people in poverty here in our country than there were in 2000.,economy,hillary-clinton,Presidential candidate,New York,democrat,"New York, N.Y."
1100,False,pants-fire,"In the 1970s, the swine flu broke out . . . under another Democrat, President Jimmy Carter.",health-care,michele-bachmann,Congresswoman,Minnesota,republican,an interview with Pajamas Media.
1101,True,TRUE,"Since World War II, only Gerald Ford and Bill Clinton have had worse ratings after seven months than President Obama.",candidates-biography,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,an op-ed in The Washington Post
1102,True,TRUE,"Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it.""",health-care,barack-obama,President,Illinois,democrat,"a debate in Nashville, Tenn."
1103,True,TRUE,"The major immigration issue was about Poles, and Bulgarians, and Romanians, and that they werent contributing economically. The unemployment rate among Poles in Britain is lower than the unemployment rate among Brits.","economy,immigration,jobs",david-miliband,,,none,"comments on ""Meet the Press"""
1104,True,TRUE,"The United States is no longer top nation in the globe on infrastructure, having fallen to 15th.",infrastructure,steve-cohen,U.S. Representative,Tennessee,democrat,a speech on the floor of the U.S. House of Representatives.
1105,True,TRUE,The United States does not trade as much as other developed nations.,"economy,trade",rob-portman,U.S. senator from Ohio,Ohio,republican,a speech to the Toledo Regional Chamber of Commerce
1106,True,TRUE,Ted Cruz was the longest-serving solicitor general in the history of Texas.,"candidates-biography,legal-issues",jerry-falwell,"chancellor and president, Liberty University",Virginia,none,a speech introducing Ted Cruz at Liberty University
1107,True,TRUE,The Milwaukee Police Department has seized nearly as many firearms this year as the much larger New York City Police Department.,guns,edward-flynn,,,none,a news conference
1108,False,pants-fire,"McCollum admitted he didn't think that the subprime mortgage crisis was a big deal, telling reporters he thought that the subprime collapse had been exaggerated by the media and investors and that 'it's not the end of the world.' ","financial-regulation,housing",florida-democratic-party,,Florida,democrat,a press release.
1109,True,TRUE,"Under Gov. Kasich, Ohio wages have increased by $10.3 billion.","economy,jobs",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,a tweet
1110,True,TRUE,"New Jersey has the highest property taxes in the nation and not by a little. They are the highest property taxes in the nation, more than double the national average.",taxes,lou-greenwald,State Assemblyman,New Jersey,democrat,"an interview with on NJTV's ""On The Record."""
1111,False,pants-fire,"New tax increases that went into effect on Jan.1, 2015, all passed under the Affordable Care Act, aka Obamacare.","health-care,medicare,taxes",chain-email,,,none,a chain email
1112,True,TRUE,"We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line.",environment,jamie-samons,Spokeswoman for the Narragansett Bay commission,Rhode Island,state-official,a Providence Journal story
1113,True,TRUE,"John McCain ""said publicly that Hillary Clinton would make a good president.""",elections,james-dobson,,,republican,a statement read on the <i>Laura Ingraham Show </i>
1114,False,pants-fire,Austin is effectively imposing a ban on barbecue restaurants.,"environment,food-safety",rush-limbaugh,Radio host,,none,an episode of The Rush Limbaugh Show
1115,True,TRUE,"We reduced the government workforce by 13,000, 11 percent, during my eight years.","florida,jobs,state-budget",jeb-bush,,Florida,republican,a speech at Gov. Rick Scott's Economic Growth Summit in Orlando
1116,False,pants-fire,"Under the new health care law, the first person (a) patient has to go to is a bureaucrat. That is called a panel.","health-care,message-machine",john-raese,CEO of Greer Industries,West Virginia,republican,a debate
1117,False,pants-fire,Wisconsin wages are declining at double the rate of other states.,"economy,income,jobs",mary-burke,Madison school board member,Wisconsin,democrat,a jobs proposal
1118,True,TRUE,Governor Palin is the most popular governor in the country.,candidates-biography,john-mccain,U.S. senator,Arizona,republican,a campaign news release.
1119,True,TRUE,Economic Development Commission Executive Director Keith Stokes sent me a letter and he said the taxpayers will never be on the hook for these bonds for 38 Studios.,"bankruptcy,corporations,debt,economy,history,jobs,state-budget,state-finances,taxes",charlene-lima,educator,Rhode Island,democrat,a speech on the floor of the Rhode Island House
1120,True,TRUE,"Bill McCollum explained his lack of action on mortgage fraud by saying, ""You can't do everything.""",housing,florida-democratic-party,,Florida,democrat,an e-mail press release
1121,True,TRUE,"The Alternative Minimum Tax...was created by Congress in 1969 to affect 155 wealthy Americans. Because it was never indexed for inflation, those original 155 taxpayers has increased to affect about 3.5-million in 2006.",taxes,rudy-giuliani,Attorney,New York,republican,a newspaper column
1122,True,TRUE,"If the space-shuttle program is terminated, Russia and China will be the only nations ...with the capability to launch humans into space.",science,kay-bailey-hutchison,U.S. Senator,Texas,republican,a press release.
1123,True,TRUE,Almost 10 percent of Canadians came to visit Florida last year ... (Canadians) buy 7.4 percent of our homes in the state.,"housing,tourism,trade",rick-scott,Governor,Florida,republican,a Tallahassee press conference
1124,False,pants-fire,Were the only nation in the world that does not use the military to secure our border.,"homeland-security,immigration,military",gary-painter,Midland County sheriff,Texas,republican,as quoted in a Midland Reporter-Telegram news story
1125,True,TRUE,Initial efforts to strip airport contractors of their special diversity status has no effect on the contracts or the citys diversity goals.,diversity,sonji-jacobs,"Director of Communications, Office of Atlanta Mayor Kasim Reed",Georgia,democrat,
1126,True,TRUE,More women were killed by their husbands or boyfriends since Sept. 11 than all the Americans who were killed by 9/11 or in Afghanistan and Iraq.,"crime,terrorism,women",gloria-steinem,,,none,an AP interview
1127,False,pants-fire,"While states used to have regulatory power over fishing, federal law now regulates down to the tenth of the inch the minimum size of fish that anglers can keep.","market-regulation,states",greg-abbott,governor,Texas,republican,a 90-page manifesto decrying federal overreach
1128,True,TRUE,"Lloyd Doggett voted for the health care, stimulus and cap-and-trade bills.","cap-and-trade,climate-change,economy,health-care,message-machine",donna-campbell,Physician,Texas,republican,an ad
1129,False,pants-fire,President Obamas refusal to grant permits for offshore drilling is one reason gasoline prices are soaring.,"energy,environment,gas-prices,pundits",mike-huckabee,author,Arkansas,republican,a robocall
1130,True,TRUE,"The merger of Georgia State University and Georgia Perimeter College will make GSU one of the largest universities in the nation, with more than 54,000 students.",education,gsu-alumni-association,,,none,mass email
1131,False,pants-fire,"In Japan, permanent residency is not given to Muslims, the propagation of Islam is banned, one cannot import a Koran published in the Arabic language, and Muslims cannot even rent a house.","diversity,religion",viral-image,,,none,posts on the Internet
1132,True,TRUE,America is No. 1one in oil and gas.,"energy,gas-prices",barack-obama,President,Illinois,democrat,his 2015 State of the Union address
1133,True,TRUE,"There are 7,000 kids in New Hampshire who have health care because I helped to create the Children's Health Insurance Program.",health-care,hillary-clinton,Presidential candidate,New York,democrat,"a debate in Manchester, N.H."
1134,True,TRUE,States that passed anti-illegal-immigrant legislation also had few Hispanic legislators.,immigration,women-wall,,,none,a Texas Capitol rally.
1135,True,TRUE,"Since 2008, U.S. crude oil output has increased by over 80 percent, an increase of over 4 million barrels a day. That is the fastest increase in U.S. history.",energy,jeb-bush,,Florida,republican,his energy plan
1136,True,TRUE,The actual deportations from the interior of the country are way down under President Obama.,immigration,bob-goodlatte,U.S. Congressman,Virginia,republican,an interview
1137,False,pants-fire,President Obamas health care law represents a government takeover of health care.,health-care,mitt-romney,Former governor,Massachusetts,republican,"a speech in Ann Arbor, Mich."
1138,True,TRUE,Hair stylists are required to undergo more government scrutiny than foreclosure consultants.,"consumer-safety,housing",gary-schaer,State Assemblyman,New Jersey,democrat,a press release
1139,True,TRUE,"Thirty-four percent of Hispanics don't have any health care at all, don't have any health insurance.",health-care,dennis-kucinich,U.S. representative,Ohio,democrat,"a debate in Miami, Fla."
1140,True,TRUE,Wrestling was a favorite sport of Abraham Lincoln.,"history,sports",donald-rumsfeld,Former defense secretary,,republican,"an op-ed in the ""Washington Post"""
1141,False,pants-fire,About 47 percent of able-bodied people in the state of Maine don't work.,"disability,jobs,states,workers",paul-lepage,Governor,Maine,republican,"a speech in Falmouth, Maine"
1142,True,TRUE,"When these [undocumented] students graduate from college, theyre still illegal aliens. They cannot get a job.","children,civil-rights,education,human-rights,immigration,legal-issues,poverty,state-budget,welfare,workers",terry-gorman,"President, Rhode Islanders for Immigration Law Enforcement",Rhode Island,newsmaker,a House committee hearing
1143,True,TRUE,"Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises.","baseball,economy,recreation,sports",steven-frias,lawyer,Rhode Island,republican,a newspaper commentary
1144,False,pants-fire,"My ""border security efforts have led to a 60 percent decrease in border crime.""",crime,rick-perry,Governor,Texas,republican,a Web post
1145,False,pants-fire,Rep. Betty Sutton would rather riot with Occupy (Wall Street) than stand up for Ohio families.,"economy,jobs,poverty,wealth",national-republican-congressional-committee,,,republican,an email statement
1146,True,TRUE,The federal government owns tens of thousands of properties that are vacant or underused.,"federal-budget,government-efficiency",tom-graves,,,republican,a press release
1147,True,TRUE,"Hillary Clinton advocates ""a freeze on foreclosures. Barack Obama said no.""",economy,hillary-clinton,Presidential candidate,New York,democrat,in a television ad
1148,True,TRUE,Our pension system is the only one in the country thats 100 percent funded.,"pensions,state-budget,state-finances,states",scott-walker,Milwaukee County Executive,Wisconsin,republican,a speech
1149,True,TRUE,Newt Gingrich has been a proponent of selecting a president by popular vote instead of the Electoral College.,elections,various-media-reports,reporting,Georgia,none,news media reports
1150,True,TRUE,"Since 1994 when VAWA was first passed, incidents of domestic violence have dropped more than 50 percent.","congress,women",jeff-merkley,U.S. Senator,Oregon,democrat,a press call 
1151,False,pants-fire,Protesters caused $7.5 million in damage to the Wisconsin State House,"labor,state-budget",dan-kapanke,"State Senator, District 32",Wisconsin,republican,in a fundraising email
1152,True,TRUE,50% of Hispanic students count on Pell Grants to pay for college.,"education,federal-budget",ruben-hinojosa,U.S. House member,Texas,democrat,a tweet
1153,False,pants-fire,"Marcy Kaptur has attacked his military service and training in the Air Force, showing disrespect for veterans.","elections,campaign-advertising",samuel-wurzelbacher,Republican candidate for Congress,Ohio,republican,a news release
1154,False,pants-fire,"The city building code violations on my properties only involve exterior issues; within the households, its fine.","candidates-biography,housing",lee-holloway,"Chairman, Milwaukee County Boaerd of Supervisors",Wisconsin,none,a statement at a candidate forum
1155,False,pants-fire,"People can use food stamps for anything, including to go to Hawaii, and even millionaires can qualify.",poverty,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,"a speech in Council Bluffs, Iowa"
1156,False,pants-fire,"The University of Wisconsin-Milwaukee has 2.8 students per faculty member, tied for second-lowest in its history since 1994.","education,government-efficiency,labor,state-budget,unions",scott-walker,Milwaukee County Executive,Wisconsin,republican,a news release
1157,True,TRUE,Georgias unemployment rate has exceeded the national rate for 50 consecutive months.,jobs,buddy-carter,,,republican,a column
1158,False,pants-fire,A $10 million fire fee proposal in St. Petersburg was inspired by Gov. Rick Scott.,"city-budget,city-government,taxes",fact-check-florida,Electioneering communications organization,Florida,democrat,a flier
1159,True,TRUE,"Since taking office in January 2011, the rainy day fund has increased by 226 percent.",state-budget,nathan-deal,,,republican,a speech
1160,True,TRUE,My release of 33 years of tax returns is more than any presidential candidate in history.,candidates-biography,jeb-bush,,Florida,republican,an announcement on his website
1161,True,TRUE,I never proposed privatizing the (Milwaukee County) airport.,"transportation,voting-record",jeff-stone,"Member of State Assembly, 82nd District",Wisconsin,republican,a news conference with reporters
1162,True,TRUE,"Before this day is out, 18 more veterans will have taken their own lives. That is the daily average, it is intolerable, and it has to stop.",veterans,rush-holt,,,democrat,a press release
1163,True,TRUE,(M)ore Georgians have jobs than at any other time since October 2008.,"economy,jobs",nathan-deal,,,republican,a speech
1164,False,pants-fire,President Barack Obama has doubled the size of government since he took office.,"corrections-and-updates,federal-budget",paul-ryan,U.S. Representative,Wisconsin,republican,a congressional Web page
1165,True,TRUE,"The House of Representatives just voted 300-131 to remove country-of-origin labeling on chicken, pork, and beef sold in the U.S.","agriculture,trade",facebook-posts,Social media posting,,none,social media posts.
1166,True,TRUE,Sen. Rand Pauls 2011 budget included a big cut in the CDC.,"ebola,federal-budget,public-health",doug-muder,,,democrat,a post on the Weekly Sift blog
1167,False,pants-fire,"Bobby Jindals parents used his birthright citizenship to become Americans, making him an anchor baby.",immigration,occupy-democrats,,,organization,a Facebook post
1168,True,TRUE,The U.S. would gainrevenue by cutting personal income tax rates in half and ending tax breaks.,"deficit,taxes",mark-warner,U.S. Senator,Virginia,democrat,a TV interview.
1169,True,TRUE,"We had a No Child Left Behind a similar piece of legislation in our state a number of years ago, well before the federal law. And it's had a big impact here. It's improved schools.",education,mitt-romney,Former governor,Massachusetts,republican,an interview
1170,True,TRUE,Senator Webb was a reliable vote for President Obama and Senator Harry Reid.,voting-record,jamie-radtke,,Virginia,republican,a press release.
1171,True,TRUE,I am the only candidate in the race for Clackamas County Chair who will refuse to join the Public Employees Retirement System.,"county-budget,county-government,message-machine-2012,workers",john-ludlow,Businessman,,republican,campaign material 
1172,True,TRUE,Austin Mayor Lee Leffingwell voted for a toll lane on MoPac.,transportation,brigid-shea,"Principal, Carbon Shrinks LLC",Texas,democrat,an Austin mayoral debate on KXAN-TV
1173,True,TRUE,Ill be the only economist in the (U.S.) House.,candidates-biography,dave-brat,College professor,Virginia,republican,a speech.
1174,False,pants-fire,The ACLU has filed a suit to have all military cross-shaped headstones removed.,"civil-rights,legal-issues,military,religion",chain-email,,,none,an e-mail received by many people.
1175,True,TRUE,"The Associated Press called Charlie Crist's attacks ""over the top,"" ""out of context,"" and ""not true.""",candidates-biography,marco-rubio,U.S. Senator,Florida,republican,a TV advertisement.
1176,True,TRUE,90 percent of babies with Down syndrome are aborted.,abortion,richard-corcoran,State Representative,Florida,republican,comments during House floor debate
1177,True,TRUE,Taxpayers pay for roughly 45 percent of all births in Wisconsin! And 60 percent of the births in Milwaukee!!!,"health-care,medicaid",michelle-litjens,State representative,Wisconsin,republican,a tweet
1178,True,TRUE,New provisions of the health care law bar the use offlexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs.,health-care,pat-mullins,"chairman, Republican Party of Virginia ",Virginia,republican,a letter. 
1179,True,TRUE,Wisconsin lost more jobs over the past 12 months than any other state.,jobs,barbara-buono,State Senator,New Jersey,democrat,a news release
1180,True,TRUE,"Taxpayers earning $1 million pay an effective tax rate that is about four times what taxpayers earning $100,000 pay.",taxes,declan-oscanlon,State Assemblyman,New Jersey,republican,an opinion piece in the Star-Ledger
1181,False,pants-fire,Mitt Romney plans to fire Big Bird.,federal-budget,barack-obama,President,Illinois,democrat,"a campaign event outside Speaker John Boehner press conference in Derry, NH"
1182,False,pants-fire,"Without representation, (the IRS) can increase taxes.","health-care,message-machine,taxes",rick-barber,,Alabama,republican,a political ad
1183,False,pants-fire,A transcript released by Occidental College proves that Barack Obama was an Indonesian citizen.,"candidates-biography,obama-birth-certificate",chain-email,,,none,a chain e-mail
1184,False,pants-fire,The path to ObamaCare becoming law all started with Charlie Crist supporting President Obama's $787 billion stimulus.,"health-care,stimulus",marco-rubio,U.S. Senator,Florida,republican,in a fundraising E-mail.
1185,True,TRUE,"By the time she turns 3 years old, a child born into a low-income home hears 30 million fewer words than a child from a well-off family.","children,corrections-and-updates,education,income",barack-obama,President,Illinois,democrat,a speech
1186,False,pants-fire,Josh Mandel bet against Ohio families,"debt,economy,message-machine-2012",workers-voice,Political action committee,District of Columbia,none,an online ad
1187,False,pants-fire,U.S. Rep. Paul Ryan promised to end health care for our seniors.,"health-care,medicare",sandy-pasch,"State Assembly member, 22nd District",Wisconsin,democrat,an online chat
1188,True,TRUE,"According to independent experts, Donald Trumps tax plan would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy.","debt,deficit,taxes",hillary-clinton,Presidential candidate,New York,democrat,a Presidential debate at Hofstra University
1189,True,TRUE,The federal government is the largest energy user in the country.,energy,rob-portman,U.S. senator from Ohio,Ohio,republican,a newspaper column
1190,True,TRUE,One in four women and one in seven men have been victims of domestic violence in their lifetime.,"crime,women",suzanne-bonamici,State Senator,Oregon,democrat,a House floor debate
1191,False,pants-fire,"McDonalds hamburgers are only 15 percent real beef. The other 85 percent is meat filler cleansed with ammonia, which causes stomach and intestinal cancer.",food-safety,facebook-posts,Social media posting,,none,a Facebook meme
1192,False,pants-fire,"The Obama White House is renaming Christmas trees ""holiday trees.""",religion,chain-email,,,none,a chain e-mail
1193,True,TRUE,Todays marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.,"drugs,marijuana,recreation,science",heidi-heilman,"president, Massachusetts Prevention Alliance",Massachusetts,activist,a commentary in The Providence Journal
1194,False,pants-fire,"The Patient Protection and Affordable Care Act adopted last year contains a series of slush funds, set up to stay on the books automatically, with little or no oversight.",health-care,john-boehner,Speaker of the House of Representatives,Ohio,republican,video
1195,True,TRUE,Wisconsin is below the national average in wage growth and job growth.,"economy,income,job-accomplishments,jobs,workers",chuck-todd,MSNBC political reporter,,none,an interview
1196,True,TRUE,"Of the 25 wealthiest nations, were the only one that doesnt provide basic health coverage.",health-care,dan-gecker,Chesterfield County supervisor,Virginia,democrat,a candidates' forum.
1197,True,TRUE,Ed Schultz said Alan Grayson is what its all about.,"message-machine,pundits",alan-grayson,U.S. House of Representatives,Florida,democrat,a TV ad.
1198,True,TRUE,AIG said they were giving $57 million (in retention payments) to people who were being terminated.,economy,elijah-cummings,U.S. Representativej,Maryland,democrat,in a TV interview
1199,False,pants-fire,The cost-saving measures we put into place at Columbia/HCA drove down national health care inflation from 18% to 8% in seven years.,health-care,rick-scott,Governor,Florida,republican,a speech
1200,False,pants-fire,This is the true picture of Milwaukees Renaissance after 12 years of Mayor Tom Barretts leadership.,"city-government,housing,poverty,public-safety,urban",bob-donovan,Member of Milwaukee Common Council,Wisconsin,none,a Facebook post
1201,True,TRUE,Five percent of Americans pay over half the income taxes in this country. Forty percent of Americans pay no income taxes at all.,taxes,fred-thompson,Actor,Tennessee,republican,"debate in Johnston, Iowa"
1202,True,TRUE,"Last year, we saw the first reduction in the federal prison population in 32 years.","corrections-and-updates,crime,criminal-justice",eric-holder,Attorney General,"Washington, D.C.",democrat,remarks at the National Press Club
1203,False,pants-fire,It takes as much energy to make a solar panel as it likely generates in its entire life.,"energy,environment",jd-alexander,State senator,Florida,republican,a news article
1204,True,TRUE,America spends over 17 percent of its GDP on health care costs when our closest competitor nations are spending about 12.,"economy,health-care",cory-booker,U.S. senator,New Jersey,democrat,a speech in New Hampshire
1205,True,TRUE,Connecticuts take on slot machines is 25 cents on the dollar. And the states take on table games: zero.,"economy,gambling,state-budget,state-finances",diane-hurley,Chief executive officer of Newport Grand,Rhode Island,business-leader,"an interview on ""10 News Conference"""
1206,True,TRUE,Sen. Obama has been to Iraq once.,iraq,john-mccain,U.S. senator,Arizona,republican,"a town hall meeting in Reno, Nev."
1207,True,TRUE,Dodd brought both parties together to pass the Family and Medical Leave Act.,job-accomplishments,chris-dodd,U.S. senator,Connecticut,democrat,a TV ad airing in Iowa and New Hampshire.
1208,True,TRUE,The Obama administration has used the Espionage Act to go after whistleblowers who leaked to journalists ... more than all previous administrations combined.,"crime,homeland-security,legal-issues",jake-tapper,"Host of CNN's ""The Lead""",,journalist,"a broadcast of CNN's ""The Lead with Jake Tapper"""
1209,True,TRUE,"Nevada has been recently ranked No. 1 in unemployment, foreclosures, violent crime, personal bankruptcy and divorce.",gambling,florida-chamber-commerce,,Florida,none,a news article
1210,True,TRUE,"New Jersey has gained 143,000 new private-sector jobs.",jobs,chris-christie,Governor of New Jersey,New Jersey,republican,interviews on four Sunday morning news shows
1211,False,pants-fire,Links jailed lobbyist Jack Abramoff to Rep. C.W. Bill Young.,"candidates-biography,elections,message-machine",charlie-justice,,,democrat,a web ad.
1212,False,pants-fire,The Ohio Consumers Council office employs 74 lawyers and that the funding them is wasteful duplication.,"government-efficiency,state-budget",bill-batchelder,State representative,Ohio,republican,an appearance on the Ohio News Network
1213,False,pants-fire,Obama sent $450 million to China to build a wind farm in Texas.,"china,jobs,message-machine-2012,stimulus",americans-tax-reform,,,none,a mailer to voters
1214,True,TRUE,The Portland Childrens Levy holds its administrative expenses to less than 5 percent.,"children,city-government",dan-saltzman,Portland City Commissioner ,Oregon,democrat,a television news interview 
1215,False,pants-fire,School children can earn higher grades by studying Islam under a new nationwide Muslim outreach program announced by President Barack Obama.,"education,islam",blog-posting,,,none,viral posts on the Internet
1216,True,TRUE,"Every year tobacco kills more Americans than did World War II more than AIDS, cocaine, heroin, alcohol, vehicular accidents, homicide and suicide combined.",consumer-safety,george-will,Columnist,Maryland,columnist,a Washington Post op-ed
1217,False,pants-fire,"In 2012, 1 in 4 Wisconsin schools had a subpar score on the Department of Public Instructions recent report cards and are failing the children they serve.","education,state-budget",robin-vos,Wisconsin Assembly speaker,Wisconsin,republican,a video briefing
1218,True,TRUE,"We spent approximately $20-billion of that money on pork barrel, earmark projects. Maybe if we had done it right, maybe some of that money would have gone to inspect those bridges and other bridges across the country.",federal-budget,john-mccain,U.S. senator,Arizona,republican,a comment to a reporter.
1219,True,TRUE,"We do not have an overcrowding problem. As a matter of fact, Rhode Island has one of the lowest incarceration rates in the country.",criminal-justice,richard-ferruccio,Correctional officer,Rhode Island,newsmaker,a legislative hearing 
1220,True,TRUE,I opposed this war from the beginning. I opposed the war in 2002. I opposed the war in 2003. I opposed it in 2004 and 2005 and 2006.,iraq,barack-obama,President,Illinois,democrat,"Clinton, Iowa"
1221,True,TRUE,"The State Department spent $630,000 to get 2 million Facebook Likes.",deficit,rob-portman,U.S. senator from Ohio,Ohio,republican,a news release
1222,True,TRUE,The average unemployed American has been out of work for almost 40 weeks.,"economy,jobs,pundits",paul-krugman,New York Times columnist,,none,a New York Times column
1223,True,TRUE,"Republican challenger Bill Flores ""has never once voted in a general election in our district.""","candidates-biography,elections,message-machine",chet-edwards,U.S. House member,Texas,democrat,a campaign video
1224,True,TRUE,Polls showHillary Clinton wins every time with Donald Trump as her opponent.,polls,glenn-beck,,,none,"an interview on NBC's ""Meet the Press"""
1225,False,pants-fire,The new Hartsfield-Jackson international terminal was on time and on budget.,transportation,kasim-reed,,,democrat,press conference
1226,False,pants-fire,"Obama said troops ""whine about bearing the costs"" of going to war.","military,veterans",chain-email,,,none,chain e-mail
1227,False,pants-fire,"Barack Obama said, If we keep talking about the economy, were going to lose.","economy,message-machine-2012",mitt-romney,Former governor,Massachusetts,republican,a television ad
1228,False,pants-fire,Wendy Davis was just doing a fund-raiser in Chicago with the international socialists organization.,"candidates-biography,corrections-and-updates",david-dewhurst,Lieutenant governor,Texas,republican,a roundtable debate with state Sen. Dan Patrick
1229,False,pants-fire,Ted Cruz said I was in favor in Libya. I never discussed that subject.,foreign-policy,donald-trump,President-Elect,New York,republican,comments during the Houston GOP debate
1230,True,TRUE,"We could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups.",energy,barack-obama,President,Illinois,democrat,"Springfield, Mo."
1231,False,pants-fire,There was a NATO base in Turkey being under attack by terrorists.,"foreign-policy,terrorism",paul-manafort,,,republican,"an interview on ""State of the Union"""
1232,True,TRUE,"In the past three years, state legislatures have enacted more of these restrictions (on abortion) than in the previous 10 years combined.","abortion,health-care,women",patty-murray,U.S. Senator,Washington,democrat,an online statement
1233,False,pants-fire,Barack Hussein Obama will force doctors to assist homosexuals in buying surrogate babies.,"gays-and-lesbians,health-care,religion",government-not-god-pac,,,none,a newspaper advertisement
1234,True,TRUE,"In Senate Bill 5, there is this new method of evaluating teachers. Youre also going to be rated on what the parents think of you and they can send questionnaires and surveys home to parents.","education,labor",tim-grendell,State senator,Ohio,republican,a forum on the state budget
1235,False,pants-fire,"As part of efforts to rein in protesters, Republicans in Wisconsin have bolted windows inside the Capitol shut.","labor,state-budget",state-democratic-party-wisconsin,,Wisconsin,democrat,a news release
1236,True,TRUE,Obama says Clinton in 2002 suggested there was a connection between al-Qaida and the Iraqi government.,iraq,barack-obama,President,Illinois,democrat,"an interview on MSNBC's ""Hardball."""
1237,True,TRUE,(Ronald Reagan) raised taxes a billion dollars in his first year as governor of California.,taxes,mike-huckabee,author,Arkansas,republican,"a debate in Myrtle Beach, S.C."
1238,True,TRUE,Our businesses have created jobs every single month since (Obamacare) became law.,"economy,health-care,jobs",barack-obama,President,Illinois,democrat,his State of the Union speech
1239,False,pants-fire,"People ""can't go fishing anymore because of Obama.""","environment,pundits,recreation,science",rush-limbaugh,Radio host,,none,his talk show
1240,True,TRUE,Congressional Budget Office says 8 (percent) unemployment till 2014!,"economy,jobs",john-cornyn,Senator,Texas,republican,a Twitter message.
1241,True,TRUE,Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon.,"congress,education,federal-budget",ron-wyden,U.S. Senator,Oregon,democrat,in a news release 
1242,True,TRUE,"Almost half a million people are still eligible (for DACA), particularly in the Asian-American and Pacific Islander community.",immigration,hillary-clinton,Presidential candidate,New York,democrat,a post on Medium
