,user_id,item_id,15,75,240,item_text
1351,109,1124,0.0,,,"27443 + 12034 < 12,300"
1352,109,1125,0.5,,,"smaller angle between hour and minute hands at 8:46 in degrees - value of 3 dimes, 1 nickel, and 1 penny in cents < 1"
1353,109,1126,0.55,,,"Population of Santiago * smaller angle between hour and minute hands at 3:20 in degrees * 829 < 8,030,000,000,000"
1354,109,1128,0.65,,,"Production of aluminum in Brazil in metric tons in 2016 < 27,500"
1355,109,1129,1.0,,,"ten raised to the power of four * career passing yards by Steve Young < 3,040,000,000"
1356,109,1130,0.5,,,"Diameter of the moon in miles - worldwide box office for The Hunger Games in USD < -4,080,000,000"
1357,109,1132,0.5,,,Number of moons of Pluto * Life expectancy at birth in the United Kingdom + The cube root of 8000 < 344
1358,109,1133,0.5,,,area of rectangle with sides 10 units and 6 units < 116
1359,109,1134,0.9,,,world record in marathon by Paula Radcliffe rounded to nearest minute + value of 3 nickels in cents < 347
1360,109,1135,0.5,,,height of Jennifer Aniston in inches * number of teams in the English Premier League < 757
1361,109,1136,1.0,1.0,,"Revenues of Allianz for 2016 in USD < 2,010,000,000,000"
1362,109,1137,0.5,0.0,0.1,"70637558 - weight of $80 worth of quarters in pounds - career passing yards by Drew Bledsoe < 35,000,000"
1363,109,1138,0.5,,,gestation time in days of Moose - 6 * 25 - the smallest even number greater than one < 215
1364,109,1140,0.5,,,"value of 3 quarters, 1 dime, and 4 pennies in cents - distance to Proxima Centauri (closest star) in light-years < 166"
1365,109,1141,0.4,,,"Moon‰Ûªs orbital distance from Earth in miles < 36,400"
1366,110,1142,0.0,,,smaller angle between hour and minute hands at 6:08 in degrees * the remainder when six is divided by three < 1
1367,111,806,0.6,,,"the smallest odd number greater than twenty + value of 2 quarters, 1 dime, and 3 pennies in cents < 95"
1368,111,880,0.8,,,world record in 400 m by Marita Koch rounded to nearest second * number of angles in a pentagon < 166
1369,111,949,0.45,,,hours plus minutes on 12-Hour digital clock at quarter till one - the largest prime number smaller than fifty < 11
1370,111,1031,0.4,,,career receiving touchdowns by Cris Carter * The cube root of 64 < 482
1371,111,1071,0.5,,,"smallest number of dimes needed to make $0.10 * career passing yards by Phil Simms < 4,940"
1372,111,1155,0.6,,,"career steals by Kobe Bryant + Population of Damascus < 36,400,000"
1373,111,1157,0.5,,,"5370789 * career receiving touchdowns by Terrell Owens < 45,800,000,000"
1374,111,1158,0.5,,,"career passing yards by Peyton Manning < 661,000"
1375,111,1163,0.55,,,number of planets in the solar system < 9
1376,111,1172,0.5,,,gestation time in days of Asian Elephant - area of rectangle with sides 8 units and 8 units < 696
1377,111,1174,0.4,,,"6724293 - Life expectancy at birth in Italy < 4,880,000"
1378,111,1179,0.4,,,"One light-minute in miles * 92 < 1,760,000,000"
1379,113,673,0.0,,,"118 - career passing yards by Steve Young < -28,700"
1380,114,665,0.25,,,"Rank of Apple Inc. among world companies by market cap, at end 2016 - number of letters in first name of US president elected in 1980 * longest hitting streak by Joe DiMaggio < -720"
1381,114,718,0.3,,,"number of days in May - 88414 * 150100 < -3,720,000,000"
1382,114,828,0.3,,,"Value of national exports from France in USD < 125,000,000,000,000"
1383,114,902,0.25,,,most consecutive NCAA football wins + the number of red Aces in a pack of cards * perimeter of a square with side length seven < 37
1384,114,963,0.0,0.0,0.0,smaller angle between hour and minute hands at 2:10 in degrees * career passing yards by Jim Everett * Price of the domain name Loans.com in USD < -1
1385,114,1021,0.35,,,"87 + Volume of a sphere with radius 3 units to nearest cubic unit * age at death of longest-lived polar bear in years * worldwide box office for Interstellar in USD < 401,000,000,000"
1386,114,1022,0.0,,,"48 * 7037 < 125,000"
1387,114,1064,0.7,,,"career passing yards by Jim Kelly - age at death of longest-lived Norway rat in years < 48,100"
1388,114,1166,0.05,,,"gestation time in days of Sperm Whale < 1,210"
1389,114,1169,0.3,,,"One light-minute in miles < 31,300,000"
1390,114,1171,0.7,,,"Number of lawyers in USA in 2016 * 19 < 1,310,000"
1391,114,1172,0.85,,,gestation time in days of Asian Elephant - area of rectangle with sides 8 units and 8 units < 696
1392,114,1173,0.9,,,"People living with HIV/AIDS in Ireland < 19,900"
1393,114,1178,0.1,,,"hours minus minutes on 12-Hour digital clock at five past six - career points scored by Karl Malone < -81,400"
1394,114,1180,0.1,,,22 * 33 - gestation time in days of Cat < 493
1395,114,1181,0.2,,,"value of 3 quarters, 1 dime, and 4 pennies in cents + Number of registered nurses in USA in 2016 < 1,110,000"
1396,114,1183,0.1,,,driving distance in miles between London and Rome - the side length of a square with an area of four units < 832
1397,114,1186,0.8,,,"the largest odd number smaller than a thousand - smaller angle between hour and minute hands at 1:22 in degrees - minutes minus hours on 12-Hour digital clock at ten till eleven < 1,720"
1398,114,1187,0.9,0.25,,"hours plus minutes on 12-Hour digital clock at five past one * worldwide sales of Metallica by Metallica < 21,700,000"
1399,114,1189,0.3,,,"weight of African elephant in kg - Number of base pairs in the human genome < -8,730,000,000"
1400,114,1191,0.25,,,"104647680 * ((Percentage of population using the internet in Brazil as of 2016 * 67) * height of Adele in inches) < 545,000,000,000,000"
1401,114,1194,0.2,,,"worldwide box office for Terminator Salvation in USD < 439,000,000"
1402,114,1197,0.35,,,"Volume of the Royal Albert Hall auditorium in cubic feet < 1,660,000"
1403,114,1198,0.6,,,"world record in decathlon by Austra Skujyte in points < 23,300"
1404,114,1204,0.25,,,"Total accommodation and food sales in USA in 2012 in USD + (the remainder when five is divided by three * the remainder when eleven is divided by two * Number of chief executives in USA in 2016) < 7,750,000,000,000"
1405,114,1208,0.8,,,"(Life expectancy at birth in Afghanistan * weight of Giant panda in kg) * Population of Jakarta - 60 < 30,300,000,000"
1406,115,668,0.75,,,"(28 + Mass of the Great Pyramid of Giza in metric tons) * Diameter of the sun in miles < 3,170,000,000,000"
1407,115,979,0.3,,,"Population of Damascus - value of 3 dimes, 1 nickel, and 1 penny in cents < 1,000,000"
1408,115,1094,0.15,,,gestation time in days of Otter + height of Bono in inches < 105
1409,115,1126,0.75,,,"Population of Santiago * smaller angle between hour and minute hands at 3:20 in degrees * 829 < 8,030,000,000,000"
1410,115,1176,0.3,,,Tax collected as a percentage of GDP in Australia < 14
1411,115,1177,0.8,,,"Proved reserves of crude oil in Russia in barrels + 1688 < 6,100,000,000,000"
1412,115,1182,0.25,,,"Employees of Honda at end 2015 < 30,100"
1413,115,1185,0.15,,,"atomic number of Silver * Total sales of the original Xbox - Weight of the Hubble Space Telescope in pounds * 103 < 912,000,000"
1414,116,808,0.2,,,smaller angle between hour and minute hands at 10:32 in degrees * number of letters in last name of US president elected in 1980 < 566
1415,116,1021,0.35,,,"87 + Volume of a sphere with radius 3 units to nearest cubic unit * age at death of longest-lived polar bear in years * worldwide box office for Interstellar in USD < 401,000,000,000"
1416,116,1115,0.75,,,"smaller angle between hour and minute hands at 10:14 in degrees * Population of Tehran < 309,000,000"
1417,116,1190,0.0,,,area of a square with side length five * the side length of a square with area one < 22
1418,116,1192,0.25,,,"The cube root of 216 * Proved reserves of crude oil in France in barrels - 9 < 7,390,000"
1419,117,575,0.3,,,"career rebounds by Kevin Garnett * area of right triangle with perpendicular legs 2 units and 5 units * age at death of longest-lived horse in years - cost to build the Burj Khalifa in USD < -46,500,000,000"
1420,117,586,0.6,,,"37860564 + 4351 * height of Mt Logan in feet < 411,000,000"
1421,117,587,0.4,,,"Nuclear weapons in China in 2017 * career turnovers by Magic Johnson * most consecutive women's Wimbledon titles - Population of Dhaka < -9,630,000"
1422,117,593,0.0,,,57234 * the remainder when twenty is divided by two * one raised to the power of one < -1
1423,117,635,0.0,,,270 - number of planets in the solar system < 164
1424,117,672,0.8,,,"mass of 1ml of water in g - 10958 < -7,540"
1425,117,680,0.35,,,"Price of the domain name Internet.com in USD < 46,100,000"
1426,117,688,1.0,,,18 * 43 < 829
1427,117,689,0.4,,,maximum speed of Peregrine falcon in miles per hour - career receiving touchdowns by Cris Carter < 247
1428,117,704,0.55,,,weight of Polar bear in kg - 375 < 45
1429,117,731,0.0,,,the remainder when six is divided by two * (20 + Tax collected as a percentage of GDP in the United States) < -1
1430,117,745,0.4,,,"(perimeter of a square with side length four * Bounty on Ayman al-Zawahiri, head of Al Qaeda, as at 2017 in USD) - 777 < 142,000,000"
1431,117,747,0.6,,,"the positive square root of forty-nine * weight of Giant panda in kg * Forested area in United States in square miles + the number of Kings in a pack of cards < 1,560,000,000"
1432,117,752,0.6,,,"1219121 * career passing yards by Steve McNair * value of 2 pennies in cents < 15,000,000,000,000"
1433,117,767,0.0,,,area of a square with side length two < 3
1434,117,773,0.65,0.9,,"career assists by Gary Payton * the remainder when one hundred is divided by three - length of American football field in yards - value of 2 dimes and 2 nickels in cents < 30,600"
1435,117,781,0.45,,,"2663 * Number of billionaires in Norway in 2017 < 18,400"
1436,117,786,0.35,0.2,0.2,"Voume of a cylinder with radius 2 units and height 2 units to nearest cubic unit * worldwide sales of Back in Black by AC/DC < 20,000,000"
1437,117,802,0.6,,,"the number of black Jacks in a pack of cards * Tax collected as a percentage of GDP in the United States * 11 + career assists by Kobe Bryant < 3,320"
1438,117,807,0.45,,,"hours plus minutes on 12-Hour digital clock at quarter till two * Sales of The Hobbit by J. R. R. Tolkien < 294,000,000"
1439,117,808,0.4,,,smaller angle between hour and minute hands at 10:32 in degrees * number of letters in last name of US president elected in 1980 < 566
1440,117,822,0.65,,,"Total employer establishments in USA - (Employees of General Electric at end 2015 * 38) + Nuclear weapons in China in 2017 < -258,000"
1441,117,829,0.4,,,"gestation time in days of Camel * Population of Nairobi < 3,510,000,000"
1442,117,852,0.6,,,"Length of the Suez Canal in miles * perimeter of a square with side length seven * career steals by Jason Kidd * Number of representatives in the US House of Representatives in 2017 < 74,900,000,000"
1443,117,853,0.65,,,atomic number of Nitrogen < 8
1444,117,859,0.95,,,"career assists by Magic Johnson + 120537 < 867,000"
1445,117,868,0.4,,,"area of circle with radius 100 units to nearest square unit + Employees of McKesson at end 2015 < 56,400"
1446,117,879,1.0,1.0,,area of right triangle with perpendicular legs 2 units and 4 units < 7
1447,117,903,0.6,,,career receiving touchdowns by Tim Brown < 60
1448,117,905,0.45,,,Crude oil exported from United Kingdom in thousand barrels per day < 172
1449,117,912,0.25,,,the remainder when twenty is divided by three - Total weeks at number one on Billboard chart for Beyonce < -30
1450,117,915,1.0,,,Life expectancy at birth in Italy < 151
1451,117,929,1.0,,,"the positive square root of one million < 1,060"
1452,117,974,0.6,,,"area of circle with radius 5 unit to nearest square unit * value of 2 quarters and 3 dimes in cents * area of circle with radius 2 unit to nearest square unit < 67,400"
1453,117,981,1.0,,,height of Jennifer Aniston in inches < 92
1454,117,997,0.45,,,"Area of Singapore in square miles - worldwide box office for Dunkirk in USD < -837,000,000"
1455,117,1003,0.4,,,"cost to build the Burj Khalifa in USD * value of 2 nickels and 3 pennies in cents < 6,610,000,000"
1456,117,1007,0.45,0.3,,"26214 + Forested area in Greece in square miles < 46,800"
1457,117,1031,0.5,,,career receiving touchdowns by Cris Carter * The cube root of 64 < 482
1458,117,1066,0.55,,,"mass of 1000 ml of water in kg * worldwide sales of The Wall by Pink Floyd < 42,800,000"
1459,117,1088,0.2,,,world record in 4x800 m relay by Russia rounded to nearest second < 217
1460,117,1097,0.4,,,"the remainder when one billion is divided by three - Length of Golden Gate Bridge in feet * Crude oil exported from Nepal in thousand barrels per day < -1,170,000"
1461,117,1100,0.6,,,"worldwide box office for Jurassic World in USD * Volume of a sphere with radius 1 units to nearest cubic unit * 98 - perimeter of a square with side length six < 1,920,000,000,000"
1462,117,1147,0.65,,,"career rebounds by Karl Malone + the remainder when thirty is divided by three < 13,800"
1463,117,1150,0.0,,,the largest even number smaller than ten < 4
1464,117,1156,0.35,,,"career passing yards by Peyton Manning - career turnovers by Michael Jordan - Proved reserves of crude oil in Venezuela in barrels < -59,900,000,000"
1465,117,1162,1.0,,,"the number of black Jacks in a pack of cards * 1199 < 7,560"
1466,117,1180,0.5,,,22 * 33 - gestation time in days of Cat < 493
1467,117,1193,0.3,,,"Rank of ExxonMobil among world companies by market cap, at end 2016 < 5"
1468,117,1195,0.2,,,"8792 * height of Usain Bolt in inches + gestation time in days of Chipmunk < 1,240,000"
1469,117,1196,0.45,,,"(Proved reserves of crude oil in the United States in barrels * number of degrees in a right angle) - worldwide sales of Confessions by Usher * 215 < 104,000,000,000"
1470,117,1199,0.65,,,"(Population of Tehran - the remainder when nine is divided by three) * driving distance in miles between London and Berlin < 569,000,000,000"
1471,117,1200,0.25,,,"70 * number of letters in first name of US president elected in 1968 * area of rectangle with sides 4 units and 11 units - The cube root of 8 < 7,530"
1472,117,1201,1.0,,,"1960 + number of angles in a parallelogram < 10,800"
1473,117,1203,0.75,,,smallest number of pennies and nickels needed to make $0.01 * Tax collected as a percentage of GDP in Australia < 26
1474,117,1205,0.55,,,"Year of publication of Don Quixote by Miguel de Cervantes < 1,460"
1475,117,1207,0.9,,,the remainder when one hundred is divided by two * smaller angle between hour and minute hands at 11:10 in degrees < 1
1476,117,1211,0.1,,,the remainder when two is divided by two * 57 + the number of red Queens in a pack of cards < 1
1477,117,1212,0.3,,,"Number of base pairs in the human genome + Weight of the Hubble Space Telescope in pounds < 21,100,000"
1478,117,1213,0.45,,,"number of letters in first name of US president elected in 1980 + area of rectangle with sides 8 units and 6 units * Voume of a cylinder with radius 5 units and height 5 units to nearest cubic unit * length of marathon in miles < 3,060,000"
1479,117,1216,0.4,,,value of 1 nickel and 4 pennies in cents * area of a square with side length six < 225
1480,117,1217,0.25,,,"worldwide sales of Metallica by Metallica < 986,000"
1481,117,1218,0.3,,,"Inflation rate in Chad in 2016, to nearest percent < -2"
1482,117,1219,0.4,,,"(Surface area of a cylinder with radius 1 units and height 2 units to nearest cubic unit * world record in 4x400 m relay by Russia rounded to nearest second) * Revenues of Allianz for 2016 in USD < 2,430,000,000,000"
1483,117,1220,0.6,,,"worldwide box office for Terminator Salvation in USD * 112 < 103,000,000,000"
1484,117,1222,0.05,,,"28 + GDP of Japan in USD < 303,000,000,000"
1485,117,1223,0.2,,,"production budget for The Hangover in USD * 2 < 3,760,000"
1486,117,1226,0.0,0.0,,The cube root of 512 < 7
1487,117,1227,0.35,,,"46 * Rank of Amazon.com among world companies by market cap, at end 2016 < 182"
1488,117,1232,0.6,,,number of sides in a hexagon - smaller angle between hour and minute hands at 6:54 in degrees - smallest number of dimes needed to make $0.10 < -146
1489,117,1236,0.65,,,"the largest even number smaller than six * 725 * Nuclear weapons in France in 2017 < 869,000"
1490,117,1238,0.1,,,358 - number of days in May < 319
1491,117,1241,0.05,,,the smallest odd number greater than six * 23 < 141
1492,117,1251,0.35,,,"4816 * height of Mt McKinley in feet < 14,900,000"
1493,117,1254,1.0,,,the smallest even number greater than six < 14
1494,117,1255,0.4,0.65,,"Inflation rate in United States in 2016, to nearest percent - career receiving touchdowns by Cris Carter * smaller angle between hour and minute hands at 11:18 in degrees < -7,700"
1495,117,1257,0.6,,,"most wins in one regular season by an NBA team * Rank of JPMorgan Chase among world companies by market cap, at end 2016 * career turnovers by Michael Jordan < 1,610,000"
1496,117,1260,0.4,,,"number of hours in a week * Diameter of the sun in miles < 1,570,000,000"
1497,117,1261,0.4,,,"smallest number of pennies and nickels needed to make $0.03 * career passing yards by Boomer Esiason < 143,000"
1498,117,1262,0.35,,,maximum speed of Greyhound in miles per hour * hours plus minutes on 12-Hour digital clock at quarter past four < 573
1499,117,1266,0.0,0.0,,"Total employed people in USA * time for light to travel from Sun to Earth in seconds < 117,000,000"
1500,117,1293,0.7,,,Number of weeks in Billboard top hundred for How Do I Live by LeAnn Rimes * number of angles in a square < 224
1501,117,1295,0.4,,,longest consecutive NFL regular season losing streak in games + the remainder when one million is divided by two < 22
1502,117,1296,0.6,,,"((Number of words in Atlas Shrugged by Ayn Rand - 24) * 8) - number of angles in an octogon < 18,500,000"
1503,117,1297,0.15,,,"4298 * Total employer establishments in USA < 349,000,000"
1504,117,1298,0.55,0.15,,"weight of $40 worth of quarters in pounds + 6195 < 45,900"
1505,117,1299,1.0,,,Percentage of population using the internet in the United States as of 2016 < 196
1506,117,1301,0.55,,,"(Gold holdings of United Kingdom in metric tons in 2017 * the smallest even number greater than a thousand - 224) + Percentage of population using the internet in South Korea as of 2016 < 1,490,000,000"
1507,117,1302,0.6,,,"52 * maximum speed of Jackrabbit in miles per hour * the number of black even-numbered cards in a pack of cards < 26,400"
1508,117,1306,0.3,,,"Consumption of fossil fuels in Chile as % of installed capacity in 2015 * (number of sides in a rhombus - 15 * Percentage of population using the internet in Japan as of 2016) < -126,000"
1509,117,1307,0.5,0.6,,"Year of independence of Australia * (Proved reserves of crude oil in the United States in barrels - the remainder when one million is divided by two) < 546,000,000,000,000"
1510,117,1308,0.8,,,60 * most consecutive women's Wimbledon titles < 721
1511,117,1311,0.7,,,"the smallest even number greater than three + Number of lawyers in USA in 2016 - Employees of Ford Motor Company at end 2015 < 34,300,000"
1512,117,1315,0.35,,,"maximum speed of Jackrabbit in miles per hour - Number of religious organizations in USA in 2015 < -196,000"
1513,117,1318,0.0,,,41 * the remainder when ninety-nine is divided by three < -2
1514,117,1320,0.1,,,Length of the Suez Canal in miles < 73
1515,117,1321,0.2,,,"Value of Publicly Traded Shares in Japan in Billion USD < 8,520"
1516,117,1323,0.55,,,"20 * (worldwide sales of Boston by Boston - Number of active users on Facebook as of October 2015) < -13,200,000,000"
1517,117,1324,0.4,,,"cost of a B-2 bomber in USD * atomic number of Fluorine < 210,000,000,000"
1518,117,1325,0.65,,,Voume of a cylinder with radius 2 units and height 2 units to nearest cubic unit < 34
1519,117,1326,1.0,,,height of Christina Aguilera in inches < 106
1520,117,1327,0.4,,,"the largest even number smaller than five - Proved reserves of crude oil in Canada in barrels < -103,000,000,000,000"
1521,117,1329,0.0,,,"12621196 * three raised to the power of one < 5,150,000"
1522,117,1331,0.6,,,maximum speed of Peregrine falcon in miles per hour < 165
1523,117,1335,0.1,,,"Price of the domain name Internet.com in USD < 12,400,000"
1524,117,1370,0.6,,,"Gold holdings of France in metric tons in 2017 - 41 < 2,450,000"
1525,117,1391,1.0,,,"Number of weeks in Billboard top hundred for Foolish Games by Jewel - 95166 < -14,500"
1526,117,1435,0.6,,,"49091211 - GDP of Israel in USD < -51,200,000,000"
1527,117,1441,0.6,,,distance to Proxima Centauri (closest star) in light-years - longest hitting streak by Joe DiMaggio < -64
1528,117,1510,0.0,,,Life expectancy at birth in the United Kingdom < 53
1529,117,1517,0.3,,,"Population of Algiers * 7 < 11,800,000"
1530,117,1518,0.3,,,weight of $200 worth of quarters in pounds - Life expectancy at birth in the United Kingdom < -74
1531,117,1519,0.0,,,number of sides in a hexagon < 4
1532,117,1521,0.15,,,"Population of Madrid < 636,000"
1533,118,653,1.0,,,the remainder when eight is divided by two < 2
1534,118,684,0.3,0.35,0.35,"a hundred raised to the power of one + career rebounds by Magic Johnson < 5,070"
1535,118,698,0.4,,,the number of even-numbered cards in a pack of cards < 23
1536,118,793,0.45,,,"cost to build the Burj Khalifa in USD - 79 + worldwide box office for Up in USD * weight of $60 worth of quarters in pounds < 149,000,000,000"
1537,118,850,0.5,0.75,,"career passing yards by Johnny Unitas < 44,800"
1538,118,1029,0.4,,,hours plus minutes on 12-Hour digital clock at five past three * value of 2 quarters and 3 dimes in cents < 505
1539,118,1033,0.5,,,value of 3 dimes and 3 pennies in cents + The cube root of 8000 < 50
1540,118,1209,0.15,,,career grand slam titles won by Bjorn Borg < 10
1541,118,1214,0.75,,,"maximum speed of Zebra in miles per hour * career passing yards by Kerry Collins - 31 < 1,500,000"
1542,118,1215,0.25,,,"(Number of episodes in the TV series Friends * 1201) * 34 < 572,000"
1543,118,1230,0.65,,,"Real GDP growth rate in Russia in 2016 * People living with HIV/AIDS in France < -580,000"
1544,118,1233,0.5,,,"career passing yards by Troy Aikman < 3,150"
1545,118,1235,0.25,,,number of angles in a hexagon < 14
1546,118,1243,0.55,,,"area of a square with side length six * 42 * the number of black pip cards in a pack of cards < 18,000"
1547,118,1253,0.4,,,"GDP of Norway in USD < 1,610,000,000"
1548,118,1263,0.5,0.15,0.1,"driving distance in miles between London and Berlin * Number of representatives in the US House of Representatives in 2017 < 141,000"
1549,118,1264,0.5,0.7,,Tax collected as a percentage of GDP in the United States < 23
1550,119,594,0.3,,,Volume of a sphere with radius 1 units to nearest cubic unit < 3
1551,119,753,0.7,,,"36 * 74 * the largest prime number smaller than four * 35 < 450,000"
1552,119,832,0.6,,,"worldwide box office for Gravity in USD + area of rectangle with sides 7 units and 11 units < 12,200,000,000"
1553,119,877,0.8,,,"(72 * Consumption of fossil fuels in Kuwait as % of installed capacity in 2015) + The cube root of 8 < 6,200"
1554,119,1234,0.3,,,Life expectancy at birth in Yemen * area of square with side 5 units  - gestation time in days of Giraffe - Surface area of a cylinder with radius 10 units and height 3 units to nearest cubic unit < 286
1555,119,1239,0.5,,,"640 * career passing yards by Jay Cutler - Population of San Salvador < 10,500,000"
1556,119,1245,0.4,,,"(the largest even number smaller than five + People living with HIV/AIDS in France * smallest number of pennies and nickels needed to make $0.06) + drinking age in the US < 835,000"
1557,119,1249,0.2,,,"21783 * career points scored by Kobe Bryant + gestation time in days of Llama < 441,000,000"
1558,119,1250,0.7,,,"career passing yards by Fran Tarkenton < 19,900"
1559,119,1252,0.3,,,career receiving touchdowns by Cris Carter < 176
1560,119,1258,0.3,,,Nuclear weapons in United Kingdom in 2017 < 91
1561,119,1259,0.3,,,"Value of Publicly Traded Shares in China in Billion USD - weight of $800 worth of quarters in pounds - the remainder when forty is divided by three < 5,830"
1562,119,1269,0.7,,,"career passing yards by Matt Hasselbeck * area of rectangle with sides 2 units and 5 units < 1,190,000"
1563,119,1272,0.7,,,Surface area of a cylinder with radius 1 units and height 5 units to nearest cubic unit + maximum speed of Peregrine falcon in miles per hour < 311
1564,119,1273,0.5,,,"worldwide box office for How to Train Your Dragon in USD + Area of France in square miles < 3,420,000,000"
1565,119,1274,0.7,,,"85 * 39 < 6,010"
1566,119,1276,0.3,,,Consumption of fossil fuels in France as % of installed capacity in 2015 < 18
1567,120,800,0.5,,,"world record in 4x400 m relay by Russia rounded to nearest second * smaller angle between hour and minute hands at 7:58 in degrees * the number of red even-numbered cards in a pack of cards < 123,000"
1568,120,974,0.5,,,"area of circle with radius 5 unit to nearest square unit * value of 2 quarters and 3 dimes in cents * area of circle with radius 2 unit to nearest square unit < 67,400"
1569,120,1175,0.85,,,Percentage of population using the internet in Russia as of 2016 + weight of $20 worth of quarters in pounds < 37
1570,120,1247,0.5,,,"Consumption of hydroelectric power in United Kingdom as % of installed capacity in 2015 - smaller angle between hour and minute hands at 7:02 in degrees + 30 * 903 < 15,600"
1571,120,1268,0.8,,,48 + value of 3 dimes and 1 nickel in cents < 104
1572,120,1271,0.5,,,"(age at death of longest-lived polar bear in years - Volume of a shipping container in cubic feet) * smaller angle between hour and minute hands at 3:12 in degrees < -7,740"
1573,120,1277,0.5,,,"Number of World War II veterans living in USA in 2016 * (atomic number of Zinc * area of rectangle with sides 4 units and 13 units) < 12,100,000"
1574,122,644,0.25,,,"value of 2 quarters, 1 dime, 3 nickels, and 1 penny in cents < 193"
1575,122,669,0.35,,,number of letters in first name of US president elected in 1968 + length of Genghis Khan's life in years < 49
1576,122,755,0.2,,,"driving distance in miles between London and Amsterdam * the largest even number smaller than twenty + 127069 < 224,000"
1577,122,1025,0.35,,,percent of Earth's surface covered in water < 47
1578,122,1092,0.7,,,"area of rectangle with sides 2 units and 6 units + value of 3 quarters, 1 dime, and 1 nickel in cents < 54"
1579,122,1135,0.3,0.2,,height of Jennifer Aniston in inches * number of teams in the English Premier League < 757
1580,122,1153,0.85,,,"minutes in one quarter of an NCAA football game * Length of Brooklyn Bridge in feet < 357,000"
1581,122,1183,0.65,0.0,0.0,driving distance in miles between London and Rome - the side length of a square with an area of four units < 832
1582,122,1325,0.65,,,Voume of a cylinder with radius 2 units and height 2 units to nearest cubic unit < 34
1583,122,1342,0.2,,,driving distance in miles between London and Milan + (gestation time in days of Goat - two raised to the power of three) < 553
1584,122,1343,1.0,,,"(atomic number of Uranium * 37) * Bounty on Ayman al-Zawahiri, head of Al Qaeda, as at 2017 in USD < 913,000,000,000"
1585,122,1345,0.8,,,"(the side length of a square with an area of one hundred units + weight of $60 worth of quarters in pounds) + number of days in non-leap year < 1,210"
1586,122,1348,0.95,,,"maximum speed of Swordfish in miles per hour * area of right triangle with perpendicular legs 4 units and 9 units < 2,700"
1587,122,1351,0.3,,,"the number of fingers on four hands * boiling point of water in degrees Fahrenheit < 9,860"
1588,122,1354,0.2,0.75,,"4239529 * 117 < 1,040,000,000"
1589,122,1359,0.2,,,Length of Tower Bridge (in London) in feet < 618
1590,122,1360,0.35,,,"(career personal fouls by Kobe Bryant * smaller angle between hour and minute hands at 5:26 in degrees) * the side length of a square with an area of one hundred units - Age of the Sun in years < -1,150,000,000"
1591,122,1362,0.65,0.1,0.0,area of right triangle with perpendicular legs 8 units and 2 units * the remainder when fifty-one is divided by three < 1
1592,122,1364,0.7,,,the number of black face cards in a pack of cards + career rushing touchdowns by Marcus Allen < 45
1593,122,1368,0.85,,,"Gold holdings of Spain in metric tons in 2017 + 59 < 372,000"
1594,122,1369,0.25,,,42 - 14 < 25
1595,122,1371,0.15,,,diameter of red blood cell in microns - the remainder when forty is divided by two < 8
1596,122,1373,0.8,,,"value of 2 nickels and 3 pennies in cents * (Employees of Samsung Electronics at end 2015 * world record in heptathlon by Jackie Joyner-Kersee in points) < 123,000,000,000"
1597,122,1375,0.35,,,"gestation time in days of Rabbit - gestation time in days of Sperm Whale * Area of France in square miles * gestation time in days of Horse < -22,000,000,000"
1598,122,1376,0.8,,,"career steals by Hakeem Olajuwon < 3,140"
1599,124,603,0.5,0.3,0.7,"Voume of a cylinder with radius 10 units and height 2 units to nearest cubic unit + 29 - Production of aluminum in USA in metric tons in 2016 * Voume of a cylinder with radius 4 units and height 1 units to nearest cubic unit < -44,800,000"
1600,124,629,0.65,,,"smaller angle between hour and minute hands at 2:42 in degrees - Gold holdings of Spain in metric tons in 2017 < -307,000"
1601,124,697,0.15,0.1,0.1,29 - gestation time in days of Mouse < 6
1602,124,916,0.65,,,"(worldwide sales of The Wall by Pink Floyd - area of rectangle with sides 4 units and 11 units) * career passing yards by Johnny Unitas < 9,160,000,000,000"
1603,124,1238,0.1,,,358 - number of days in May < 319
1604,124,1293,0.6,,,Number of weeks in Billboard top hundred for How Do I Live by LeAnn Rimes * number of angles in a square < 224
1605,124,1297,0.6,0.3,,"4298 * Total employer establishments in USA < 349,000,000"
1606,124,1364,0.2,,,the number of black face cards in a pack of cards + career rushing touchdowns by Marcus Allen < 45
1607,124,1383,0.75,,,"Tax collected as a percentage of GDP in Cuba * weight of Wild boar in kg < 16,900"
1608,124,1384,0.0,,,"Price of the original examplar of the Magna Carta in USD < 2,990,000"
1609,125,637,0.45,,,atomic number of Aluminum < 22
1610,125,1385,0.4,,,"Consumption of fossil fuels in Libya as % of installed capacity in 2015 * area of rectangle with sides 8 units and 6 units < 14,900"
1611,125,1386,0.55,,,"minutes in a regulation NFL game * Value of national exports from the United Kingdom in USD < 7,190,000,000,000"
1612,126,1221,0.0,,,"career steals by Magic Johnson * the sum of the digits from one to three < 22,200"
1613,126,1244,0.5,,,"259 * half the capacity of the largest US college football stadium < 9,440,000"
1614,126,1255,0.5,,,"Inflation rate in United States in 2016, to nearest percent - career receiving touchdowns by Cris Carter * smaller angle between hour and minute hands at 11:18 in degrees < -7,700"
1615,126,1388,0.15,,,the largest odd number smaller than five * weight of Gorilla in kg < 688
1616,126,1391,0.5,,,"Number of weeks in Billboard top hundred for Foolish Games by Jewel - 95166 < -14,500"
